v0,v1,v2,v3
1.542865,-0.000059,1.542245,-0.000056
1.544613,-0.000077,1.544206,-0.000055
1.547525,-0.000053,1.546974,-0.000061
1.543561,-0.000053,1.542952,-0.000059
1.545015,-0.000056,1.544671,-0.000047
1.550095,-0.000058,1.549685,-0.000053
1.545018,-0.000058,1.544265,-0.000048
1.540544,-0.000063,1.540032,-0.000045
1.545703,-0.000071,1.545298,-0.000058
1.544395,-0.000071,1.543720,-0.000043
1.542020,-0.000071,1.541487,-0.000042
1.546832,-0.000068,1.546460,-0.000050
1.548363,-0.000084,1.547794,-0.000060
1.542843,-0.000060,1.542150,-0.000053
1.542542,-0.000042,1.542102,-0.000047
1.546233,-0.000078,1.545751,-0.000066
1.544343,-0.000058,1.543768,-0.000044
1.546276,-0.000030,1.545822,-0.000049
1.549286,-0.000062,1.548742,-0.000060
1.545582,-0.000056,1.544938,-0.000047
1.541391,-0.000052,1.540812,-0.000067
1.543234,-0.000069,1.542801,-0.000062
1.545656,-0.000061,1.545197,-0.000055
1.545628,-0.000065,1.545054,-0.000061
1.545161,-0.000051,1.544607,-0.000059
1.544668,-0.000067,1.544183,-0.000064
1.544078,-0.000069,1.543503,-0.000055
1.542448,-0.000063,1.541926,-0.000059
1.544923,-0.000073,1.544517,-0.000056
1.547685,-0.000048,1.547188,-0.000061
1.546480,-0.000045,1.545909,-0.000065
1.545051,-0.000054,1.544490,-0.000048
1.545976,-0.000058,1.545485,-0.000043
1.544780,-0.000056,1.544172,-0.000042
1.541890,-0.000073,1.541298,-0.000061
1.545268,-0.000063,1.544863,-0.000056
1.548965,-0.000058,1.548476,-0.000052
1.544499,-0.000057,1.543870,-0.000064
1.541583,-0.000043,1.541110,-0.000066
1.545075,-0.000062,1.544635,-0.000052
1.543515,-0.000074,1.542880,-0.000051
1.542347,-0.000070,1.541859,-0.000063
1.548593,-0.000054,1.548235,-0.000053
1.549288,-0.000071,1.548698,-0.000047
1.542496,-0.000059,1.541831,-0.000057
1.544256,-0.000041,1.543842,-0.000061
1.547294,-0.000073,1.546796,-0.000039
1.542394,-0.000068,1.541785,-0.000057
1.545039,-0.000059,1.544690,-0.000055
1.549802,-0.000066,1.549334,-0.000053
1.544249,-0.000060,1.543519,-0.000076
1.539705,-0.000075,1.539190,-0.000056
1.544552,-0.000074,1.544190,-0.000056
1.545865,-0.000063,1.545276,-0.000045
1.543433,-0.000067,1.542871,-0.000054
1.546757,-0.000070,1.546333,-0.000057
1.547223,-0.000069,1.546637,-0.000041
1.543281,-0.000070,1.542668,-0.000058
1.543358,-0.000073,1.542916,-0.000055
1.546496,-0.000044,1.546057,-0.000065
1.545587,-0.000059,1.545051,-0.000064
1.545175,-0.000076,1.544639,-0.000063
1.547428,-0.000050,1.546918,-0.000059
1.545971,-0.000057,1.545377,-0.000054
1.541582,-0.000045,1.540941,-0.000066
1.541544,-0.000062,1.541055,-0.000052
1.546027,-0.000082,1.545625,-0.000059
1.546915,-0.000051,1.546406,-0.000050
1.545065,-0.000071,1.544487,-0.000052
1.544810,-0.000066,1.544283,-0.000061
1.545260,-0.000045,1.544673,-0.000051
1.543204,-0.000056,1.542646,-0.000056
1.545171,-0.000050,1.544767,-0.000058
1.549519,-0.000053,1.549030,-0.000053
1.546550,-0.000041,1.545942,-0.000049
1.543323,-0.000063,1.542741,-0.000069
1.545237,-0.000069,1.544787,-0.000067
1.544484,-0.000045,1.543933,-0.000055
1.540677,-0.000052,1.540087,-0.000050
1.545661,-0.000063,1.545291,-0.000048
1.549977,-0.000083,1.549443,-0.000047
1.543327,-0.000063,1.542627,-0.000062
1.541124,-0.000064,1.540621,-0.000058
1.546398,-0.000063,1.545972,-0.000045
1.544559,-0.000063,1.543909,-0.000062
1.543213,-0.000076,1.542727,-0.000055
1.550684,-0.000054,1.550307,-0.000063
1.547510,-0.000063,1.546784,-0.000048
1.540832,-0.000077,1.540253,-0.000061
1.544813,-0.000058,1.544440,-0.000065
1.546171,-0.000055,1.545606,-0.000033
1.541494,-0.000042,1.540854,-0.000072
1.544411,-0.000046,1.544037,-0.000062
1.549896,-0.000066,1.549416,-0.000051
1.543819,-0.000044,1.543066,-0.000059
1.540143,-0.000056,1.539625,-0.000045
1.544500,-0.000076,1.544104,-0.000065
1.546038,-0.000078,1.545520,-0.000070
1.545688,-0.000048,1.545183,-0.000062
1.548658,-0.000056,1.548214,-0.000052
1.547177,-0.000069,1.546528,-0.000054
1.541074,-0.000049,1.540405,-0.000058
1.542044,-0.000060,1.541607,-0.000058
1.546737,-0.000059,1.546304,-0.000051
1.546605,-0.000069,1.546045,-0.000055
1.544710,-0.000045,1.544161,-0.000059
1.545923,-0.000059,1.545405,-0.000056
1.544814,-0.000070,1.544238,-0.000045
1.541643,-0.000048,1.541043,-0.000060
1.541774,-0.000061,1.541262,-0.000070
1.546226,-0.000061,1.545838,-0.000051
1.548214,-0.000068,1.547671,-0.000062
1.546141,-0.000055,1.545574,-0.000038
1.546464,-0.000066,1.545982,-0.000055
1.545104,-0.000067,1.544514,-0.000048
1.541552,-0.000057,1.540999,-0.000037
1.543452,-0.000063,1.543059,-0.000061
1.549272,-0.000058,1.548826,-0.000046
1.546433,-0.000051,1.545771,-0.000061
1.541274,-0.000043,1.540711,-0.000055
1.543978,-0.000063,1.543545,-0.000058
1.544063,-0.000055,1.543519,-0.000056
1.541435,-0.000058,1.540887,-0.000037
1.546767,-0.000062,1.546425,-0.000071
1.550967,-0.000051,1.550427,-0.000068
1.544285,-0.000064,1.543524,-0.000049
1.542680,-0.000068,1.542219,-0.000067
1.546837,-0.000053,1.546366,-0.000060
1.544038,-0.000056,1.543402,-0.000063
1.543113,-0.000074,1.542641,-0.000051
1.549219,-0.000053,1.548842,-0.000037
1.547219,-0.000042,1.546540,-0.000059
1.540919,-0.000053,1.540285,-0.000065
1.544130,-0.000067,1.543779,-0.000059
1.545821,-0.000061,1.545253,-0.000061
1.542201,-0.000064,1.541610,-0.000059
1.545337,-0.000074,1.544960,-0.000035
1.549969,-0.000064,1.549467,-0.000056
1.545897,-0.000079,1.545250,-0.000058
1.543098,-0.000069,1.542589,-0.000042
1.546178,-0.000055,1.545724,-0.000066
1.546517,-0.000033,1.545941,-0.000050
1.545069,-0.000054,1.544536,-0.000063
1.547183,-0.000071,1.546737,-0.000068
1.545996,-0.000049,1.545399,-0.000052
1.541309,-0.000082,1.540667,-0.000047
1.541291,-0.000067,1.540813,-0.000051
1.545001,-0.000056,1.544585,-0.000076
1.547263,-0.000061,1.546735,-0.000071
1.545465,-0.000049,1.544867,-0.000060
1.545583,-0.000069,1.545068,-0.000049
1.546361,-0.000061,1.545834,-0.000052
1.543840,-0.000054,1.543259,-0.000055
1.543418,-0.000063,1.542899,-0.000048
1.547713,-0.000081,1.547287,-0.000056
1.547790,-0.000073,1.547218,-0.000058
1.542983,-0.000043,1.542353,-0.000040
1.545093,-0.000070,1.544640,-0.000057
1.545867,-0.000068,1.545242,-0.000044
1.540411,-0.000033,1.539726,-0.000039
1.542528,-0.000057,1.542161,-0.000082
1.549197,-0.000066,1.548762,-0.000040
1.545717,-0.000060,1.545020,-0.000042
1.541954,-0.000062,1.541394,-0.000067
1.546427,-0.000062,1.545999,-0.000056
1.545895,-0.000072,1.545291,-0.000062
1.542664,-0.000077,1.542098,-0.000056
1.548740,-0.000069,1.548417,-0.000062
1.551265,-0.000060,1.550682,-0.000036
1.541769,-0.000070,1.541029,-0.000054
1.541158,-0.000068,1.540745,-0.000081
1.546331,-0.000053,1.545886,-0.000053
1.543011,-0.000056,1.542395,-0.000083
1.542428,-0.000063,1.541961,-0.000060
1.548720,-0.000074,1.548338,-0.000045
1.547435,-0.000060,1.546756,-0.000062
1.541585,-0.000055,1.540975,-0.000050
1.545781,-0.000061,1.545430,-0.000069
1.547572,-0.000056,1.546970,-0.000055
1.544076,-0.000064,1.543490,-0.000062
1.546562,-0.000054,1.546146,-0.000056
1.548887,-0.000050,1.548357,-0.000052
1.544214,-0.000051,1.543537,-0.000054
1.540755,-0.000055,1.540224,-0.000046
1.544670,-0.000078,1.544273,-0.000067
1.545960,-0.000070,1.545432,-0.000063
1.544286,-0.000060,1.543758,-0.000073
1.544985,-0.000064,1.544501,-0.000072
1.545738,-0.000059,1.545224,-0.000055
1.542829,-0.000067,1.542226,-0.000053
1.542287,-0.000071,1.541795,-0.000073
1.547046,-0.000063,1.546605,-0.000059
1.548932,-0.000052,1.548413,-0.000057
1.546697,-0.000062,1.546081,-0.000061
1.544903,-0.000072,1.544332,-0.000039
1.545525,-0.000044,1.544987,-0.000065
1.541781,-0.000060,1.541133,-0.000073
1.541747,-0.000058,1.541330,-0.000056
1.547321,-0.000049,1.546899,-0.000046
1.546318,-0.000072,1.545709,-0.000057
1.541818,-0.000066,1.541243,-0.000049
1.543592,-0.000071,1.543198,-0.000061
1.547240,-0.000052,1.546759,-0.000075
1.543159,-0.000071,1.542515,-0.000045
1.544950,-0.000075,1.544577,-0.000056
1.550397,-0.000061,1.549999,-0.000064
1.546073,-0.000072,1.545427,-0.000042
1.542099,-0.000050,1.541600,-0.000050
1.545696,-0.000043,1.545290,-0.000072
1.544614,-0.000064,1.543944,-0.000064
1.541100,-0.000073,1.540579,-0.000065
1.548319,-0.000047,1.547972,-0.000049
1.549502,-0.000058,1.548813,-0.000052
1.540722,-0.000046,1.540000,-0.000055
1.541249,-0.000053,1.540845,-0.000044
1.546518,-0.000094,1.546099,-0.000069
1.544321,-0.000046,1.543755,-0.000058
1.545635,-0.000054,1.545227,-0.000057
1.549724,-0.000067,1.549217,-0.000052
1.546016,-0.000053,1.545325,-0.000052
1.541992,-0.000064,1.541428,-0.000063
1.544384,-0.000048,1.543966,-0.000045
1.546258,-0.000056,1.545728,-0.000053
1.543060,-0.000064,1.542476,-0.000073
1.544457,-0.000055,1.544021,-0.000073
1.546271,-0.000053,1.545721,-0.000056
1.543445,-0.000059,1.542836,-0.000051
1.541601,-0.000055,1.541129,-0.000048
1.545360,-0.000067,1.544956,-0.000057
1.548642,-0.000069,1.548119,-0.000083
1.547233,-0.000046,1.546680,-0.000072
1.547190,-0.000068,1.546654,-0.000043
1.546024,-0.000058,1.545445,-0.000047
1.542935,-0.000057,1.542333,-0.000058
1.540900,-0.000072,1.540379,-0.000051
1.545227,-0.000047,1.544905,-0.000061
1.548140,-0.000064,1.547590,-0.000071
1.543634,-0.000073,1.542947,-0.000053
1.542686,-0.000068,1.542219,-0.000051
1.545210,-0.000076,1.544709,-0.000066
1.542840,-0.000059,1.542197,-0.000054
1.542896,-0.000057,1.542445,-0.000054
1.550203,-0.000063,1.549826,-0.000055
1.548569,-0.000053,1.547876,-0.000046
1.542107,-0.000066,1.541487,-0.000068
1.545156,-0.000059,1.544763,-0.000057
1.546724,-0.000053,1.546129,-0.000055
1.541037,-0.000054,1.540335,-0.000067
1.543892,-0.000048,1.543529,-0.000072
1.550207,-0.000071,1.549783,-0.000069
1.544123,-0.000059,1.543397,-0.000043
1.540152,-0.000060,1.539668,-0.000056
1.545348,-0.000057,1.544945,-0.000052
1.544896,-0.000050,1.544238,-0.000061
1.542663,-0.000068,1.542129,-0.000061
1.549754,-0.000068,1.549412,-0.000063
1.550647,-0.000075,1.549994,-0.000065
1.541262,-0.000055,1.540524,-0.000045
1.540810,-0.000052,1.540395,-0.000072
1.545639,-0.000065,1.545188,-0.000057
1.543615,-0.000069,1.543011,-0.000061
1.544041,-0.000076,1.543576,-0.000080
1.548001,-0.000054,1.547528,-0.000066
1.544829,-0.000058,1.544206,-0.000054
1.540651,-0.000063,1.540082,-0.000043
1.543784,-0.000063,1.543404,-0.000066
1.547240,-0.000072,1.546769,-0.000070
1.545536,-0.000060,1.544959,-0.000050
1.546001,-0.000059,1.545567,-0.000060
1.547069,-0.000059,1.546485,-0.000043
1.543604,-0.000063,1.542947,-0.000026
1.540492,-0.000063,1.539923,-0.000068
1.542807,-0.000063,1.542392,-0.000052
1.546920,-0.000061,1.546513,-0.000058
1.545525,-0.000043,1.544909,-0.000072
1.544946,-0.000069,1.544409,-0.000034
1.546230,-0.000072,1.545683,-0.000064
1.543098,-0.000057,1.542483,-0.000053
1.541208,-0.000062,1.540699,-0.000030
1.546904,-0.000057,1.546589,-0.000063
1.550914,-0.000063,1.550412,-0.000049
1.545064,-0.000049,1.544325,-0.000035
1.543813,-0.000072,1.543308,-0.000060
1.545990,-0.000067,1.545434,-0.000052
1.541854,-0.000044,1.541223,-0.000042
1.541382,-0.000063,1.540922,-0.000047
1.547082,-0.000052,1.546717,-0.000043
1.546055,-0.000051,1.545454,-0.000060
1.540615,-0.000050,1.539988,-0.000054
1.544921,-0.000059,1.544552,-0.000052
1.546462,-0.000068,1.545912,-0.000063
1.541071,-0.000059,1.540466,-0.000043
1.544976,-0.000069,1.544638,-0.000052
1.550705,-0.000060,1.550229,-0.000076
1.544668,-0.000049,1.543890,-0.000048
1.540767,-0.000059,1.540235,-0.000044
1.544998,-0.000059,1.544587,-0.000064
1.543249,-0.000056,1.542642,-0.000038
1.541781,-0.000061,1.541275,-0.000065
1.547630,-0.000067,1.547267,-0.000059
1.546648,-0.000056,1.546039,-0.000046
1.540516,-0.000040,1.539869,-0.000075
1.543852,-0.000050,1.543454,-0.000045
1.547396,-0.000068,1.546881,-0.000049
1.545041,-0.000070,1.544459,-0.000063
1.544872,-0.000062,1.544378,-0.000069
1.547339,-0.000053,1.546875,-0.000082
1.545172,-0.000058,1.544558,-0.000054
1.540913,-0.000059,1.540313,-0.000049
1.543055,-0.000060,1.542629,-0.000072
1.545127,-0.000060,1.544631,-0.000057
1.544645,-0.000073,1.544086,-0.000054
1.544100,-0.000073,1.543582,-0.000062
1.545240,-0.000056,1.544741,-0.000059
1.544057,-0.000063,1.543466,-0.000064
1.542243,-0.000066,1.541716,-0.000048
1.545936,-0.000057,1.545523,-0.000044
1.548778,-0.000054,1.548304,-0.000063
1.546326,-0.000071,1.545698,-0.000062
1.543653,-0.000046,1.543079,-0.000061
1.545646,-0.000053,1.545201,-0.000066
1.543268,-0.000080,1.542689,-0.000045
1.540038,-0.000057,1.539480,-0.000035
1.545366,-0.000053,1.545031,-0.000065
1.548098,-0.000068,1.547667,-0.000057
1.541769,-0.000072,1.541130,-0.000053
1.542003,-0.000056,1.541574,-0.000075
1.546596,-0.000054,1.546103,-0.000048
1.542896,-0.000051,1.542234,-0.000051
1.543691,-0.000067,1.543285,-0.000042
1.549739,-0.000067,1.549299,-0.000037
1.546062,-0.000060,1.545356,-0.000063
1.539776,-0.000065,1.539199,-0.000051
1.544500,-0.000057,1.544121,-0.000046
1.545694,-0.000063,1.545126,-0.000043
1.540356,-0.000053,1.539767,-0.000054
1.544497,-0.000061,1.544119,-0.000055
1.549509,-0.000061,1.549007,-0.000059
1.543549,-0.000052,1.542854,-0.000039
1.540326,-0.000063,1.539838,-0.000028
1.545628,-0.000059,1.545249,-0.000062
1.545081,-0.000060,1.544493,-0.000045
1.543634,-0.000055,1.543124,-0.000055
1.548268,-0.000052,1.547859,-0.000064
1.546799,-0.000068,1.546142,-0.000062
1.540397,-0.000064,1.539734,-0.000058
1.542054,-0.000063,1.541641,-0.000046
1.546307,-0.000070,1.545828,-0.000056
1.544795,-0.000060,1.544186,-0.000056
1.543391,-0.000057,1.542881,-0.000067
1.545716,-0.000060,1.545240,-0.000061
1.545064,-0.000059,1.544498,-0.000043
1.542183,-0.000057,1.541635,-0.000041
1.544000,-0.000068,1.543517,-0.000055
1.547076,-0.000071,1.546631,-0.000064
1.546735,-0.000048,1.546190,-0.000060
1.544418,-0.000045,1.543853,-0.000051
1.545518,-0.000056,1.544999,-0.000065
1.543589,-0.000058,1.542928,-0.000059
1.539991,-0.000068,1.539420,-0.000053
1.543875,-0.000073,1.543496,-0.000064
1.548109,-0.000060,1.547649,-0.000057
1.544575,-0.000074,1.543882,-0.000068
1.541309,-0.000075,1.540780,-0.000049
1.545861,-0.000054,1.545475,-0.000046
1.544618,-0.000057,1.543991,-0.000056
1.542034,-0.000060,1.541511,-0.000061
1.548098,-0.000074,1.547717,-0.000050
1.549001,-0.000055,1.548406,-0.000048
1.541476,-0.000049,1.540775,-0.000069
1.541187,-0.000071,1.540741,-0.000052
1.545787,-0.000045,1.545309,-0.000059
1.541782,-0.000033,1.541134,-0.000062
1.542734,-0.000058,1.542338,-0.000054
1.549875,-0.000080,1.549443,-0.000052
1.545425,-0.000074,1.544711,-0.000058
1.539690,-0.000066,1.539111,-0.000055
1.544515,-0.000042,1.544121,-0.000040
1.545832,-0.000055,1.545262,-0.000073
1.541944,-0.000068,1.541314,-0.000056
1.546733,-0.000056,1.546338,-0.000045
1.549490,-0.000075,1.548947,-0.000062
1.541979,-0.000066,1.541205,-0.000033
1.540565,-0.000067,1.540073,-0.000064
1.544856,-0.000077,1.544460,-0.000060
1.543938,-0.000079,1.543394,-0.000027
1.544335,-0.000063,1.543865,-0.000067
1.547218,-0.000062,1.546738,-0.000071
1.545095,-0.000064,1.544479,-0.000061
1.541181,-0.000060,1.540554,-0.000057
1.542754,-0.000068,1.542335,-0.000054
1.547114,-0.000066,1.546667,-0.000052
1.546529,-0.000079,1.545952,-0.000051
1.544807,-0.000068,1.544230,-0.000053
1.545206,-0.000059,1.544659,-0.000041
1.544171,-0.000070,1.543662,-0.000048
1.540285,-0.000077,1.539704,-0.000057
1.541271,-0.000076,1.540890,-0.000065
1.546539,-0.000056,1.546129,-0.000059
1.545806,-0.000054,1.545227,-0.000059
1.544677,-0.000070,1.544170,-0.000069
1.545371,-0.000066,1.544871,-0.000053
1.543608,-0.000043,1.543021,-0.000047
1.540547,-0.000044,1.539983,-0.000056
1.545273,-0.000065,1.544967,-0.000058
1.550483,-0.000057,1.550012,-0.000064
1.544310,-0.000059,1.543631,-0.000064
1.541307,-0.000062,1.540826,-0.000051
1.544588,-0.000054,1.544162,-0.000059
1.543475,-0.000063,1.542866,-0.000055
1.540943,-0.000053,1.540440,-0.000056
1.547517,-0.000064,1.547179,-0.000071
1.548116,-0.000056,1.547472,-0.000063
1.540772,-0.000054,1.540148,-0.000050
1.543681,-0.000073,1.543290,-0.000060
1.546552,-0.000039,1.546017,-0.000075
1.542069,-0.000057,1.541412,-0.000051
1.543462,-0.000075,1.543075,-0.000047
1.550896,-0.000055,1.550488,-0.000060
1.546315,-0.000066,1.545548,-0.000052
1.539743,-0.000061,1.539112,-0.000062
1.543219,-0.000052,1.542791,-0.000065
1.544298,-0.000071,1.543744,-0.000055
1.541965,-0.000067,1.541391,-0.000042
1.546646,-0.000055,1.546304,-0.000060
1.549114,-0.000059,1.548581,-0.000079
1.542377,-0.000071,1.541645,-0.000053
1.541777,-0.000063,1.541290,-0.000062
1.546582,-0.000053,1.546174,-0.000058
1.546037,-0.000050,1.545453,-0.000038
1.543750,-0.000052,1.543205,-0.000062
1.546032,-0.000071,1.545572,-0.000056
1.544939,-0.000062,1.544333,-0.000055
1.541327,-0.000062,1.540726,-0.000071
1.541396,-0.000059,1.540880,-0.000052
1.544495,-0.000060,1.544081,-0.000051
1.546070,-0.000069,1.545542,-0.000064
1.544626,-0.000058,1.544110,-0.000077
1.546410,-0.000051,1.545983,-0.000071
1.545597,-0.000060,1.544983,-0.000054
1.541125,-0.000060,1.540456,-0.000056
1.541786,-0.000058,1.541306,-0.000064
1.547922,-0.000081,1.547548,-0.000057
1.546849,-0.000060,1.546206,-0.000060
1.542199,-0.000055,1.541595,-0.000066
1.544758,-0.000063,1.544298,-0.000041
1.544603,-0.000049,1.543986,-0.000049
1.540540,-0.000061,1.539962,-0.000062
1.544138,-0.000083,1.543785,-0.000064
1.548900,-0.000063,1.548392,-0.000044
1.543106,-0.000051,1.542400,-0.000043
1.541568,-0.000077,1.541111,-0.000067
1.547128,-0.000067,1.546722,-0.000046
1.544671,-0.000063,1.544031,-0.000048
1.541538,-0.000055,1.541007,-0.000053
1.548076,-0.000067,1.547745,-0.000065
1.547978,-0.000068,1.547343,-0.000047
1.540459,-0.000048,1.539739,-0.000045
1.542526,-0.000071,1.542070,-0.000062
1.545558,-0.000079,1.545033,-0.000043
1.541499,-0.000074,1.540867,-0.000070
1.543454,-0.000066,1.543087,-0.000067
1.549970,-0.000065,1.549549,-0.000080
1.544957,-0.000062,1.544242,-0.000068
1.541060,-0.000068,1.540552,-0.000051
1.545651,-0.000061,1.545227,-0.000078
1.545658,-0.000042,1.545091,-0.000048
1.543462,-0.000066,1.542941,-0.000050
1.545788,-0.000052,1.545341,-0.000066
1.546022,-0.000047,1.545456,-0.000052
1.541642,-0.000057,1.540998,-0.000050
1.541912,-0.000052,1.541406,-0.000066
1.545918,-0.000075,1.545474,-0.000068
1.546188,-0.000063,1.545666,-0.000062
1.544064,-0.000065,1.543509,-0.000053
1.544906,-0.000073,1.544399,-0.000042
1.545726,-0.000063,1.545200,-0.000053
1.542767,-0.000065,1.542156,-0.000054
1.542017,-0.000049,1.541512,-0.000052
1.546541,-0.000040,1.546163,-0.000051
1.547473,-0.000064,1.546879,-0.000056
1.544315,-0.000058,1.543701,-0.000060
1.544807,-0.000062,1.544354,-0.000060
1.543726,-0.000060,1.543167,-0.000054
1.540201,-0.000050,1.539645,-0.000038
1.543157,-0.000076,1.542759,-0.000071
1.549343,-0.000061,1.548874,-0.000073
1.546399,-0.000062,1.545717,-0.000052
1.541461,-0.000047,1.540831,-0.000069
1.545354,-0.000069,1.544877,-0.000056
1.546214,-0.000079,1.545685,-0.000051
1.542472,-0.000043,1.541908,-0.000038
1.545481,-0.000081,1.545088,-0.000032
1.548747,-0.000063,1.548235,-0.000054
1.542255,-0.000065,1.541532,-0.000061
1.540983,-0.000067,1.540549,-0.000068
1.546529,-0.000063,1.546111,-0.000052
1.542274,-0.000075,1.541584,-0.000064
1.541832,-0.000048,1.541394,-0.000063
1.550148,-0.000054,1.549825,-0.000050
1.548592,-0.000050,1.547917,-0.000058
1.540257,-0.000048,1.539545,-0.000038
1.542315,-0.000050,1.541929,-0.000068
1.546333,-0.000063,1.545903,-0.000071
1.542857,-0.000056,1.542257,-0.000067
1.545322,-0.000047,1.544935,-0.000060
1.548566,-0.000058,1.548091,-0.000048
1.543686,-0.000072,1.543014,-0.000070
1.540819,-0.000071,1.540318,-0.000039
1.545532,-0.000044,1.545139,-0.000076
1.546076,-0.000068,1.545518,-0.000078
1.542886,-0.000055,1.542313,-0.000046
1.545788,-0.000052,1.545385,-0.000063
1.546708,-0.000050,1.546128,-0.000032
1.542628,-0.000059,1.541944,-0.000065
1.541843,-0.000070,1.541387,-0.000056
1.545905,-0.000038,1.545503,-0.000037
1.547201,-0.000059,1.546674,-0.000075
1.545019,-0.000060,1.544392,-0.000067
1.544030,-0.000067,1.543515,-0.000035
1.544664,-0.000068,1.544178,-0.000042
1.541663,-0.000069,1.541043,-0.000076
1.541305,-0.000068,1.540840,-0.000061
1.547267,-0.000056,1.546861,-0.000061
1.548120,-0.000052,1.547536,-0.000053
1.543859,-0.000047,1.543225,-0.000050
1.544562,-0.000066,1.544106,-0.000050
1.545914,-0.000052,1.545376,-0.000050
1.540800,-0.000070,1.540181,-0.000078
1.543337,-0.000058,1.542975,-0.000063
1.549291,-0.000045,1.548890,-0.000051
1.545067,-0.000065,1.544426,-0.000055
1.539933,-0.000040,1.539360,-0.000059
1.544363,-0.000051,1.544030,-0.000058
1.546002,-0.000076,1.545421,-0.000056
1.541608,-0.000075,1.541039,-0.000057
1.546813,-0.000068,1.546494,-0.000054
1.549451,-0.000066,1.548890,-0.000059
1.541663,-0.000063,1.540976,-0.000059
1.540790,-0.000053,1.540341,-0.000052
1.546316,-0.000054,1.545869,-0.000055
1.543033,-0.000071,1.542348,-0.000064
1.542768,-0.000057,1.542316,-0.000054
1.542509,-0.000063,1.541999,-0.000052
1.546654,-0.000062,1.546165,-0.000059
1.546741,-0.000071,1.546230,-0.000066
1.542511,-0.000048,1.541866,-0.000051
1.542509,-0.000063,1.541999,-0.000052
1.547034,-0.000065,1.546625,-0.000062
1.548760,-0.000041,1.548236,-0.000059
1.544670,-0.000056,1.544059,-0.000044
1.544308,-0.000084,1.543805,-0.000046
1.545743,-0.000052,1.545235,-0.000070
1.542791,-0.000049,1.542190,-0.000058
1.544735,-0.000069,1.544302,-0.000055
1.550389,-0.000061,1.549968,-0.000055
1.546313,-0.000067,1.545575,-0.000046
1.541319,-0.000059,1.540748,-0.000053
1.545679,-0.000072,1.545271,-0.000059
1.545070,-0.000055,1.544437,-0.000068
1.541393,-0.000047,1.540811,-0.000051
1.546331,-0.000081,1.545991,-0.000046
1.550584,-0.000067,1.550088,-0.000062
1.543532,-0.000060,1.542789,-0.000063
1.541831,-0.000068,1.541403,-0.000061
1.546914,-0.000068,1.546485,-0.000055
1.543282,-0.000063,1.542643,-0.000058
1.543096,-0.000076,1.542703,-0.000058
1.549949,-0.000056,1.549584,-0.000064
1.547667,-0.000053,1.546971,-0.000050
1.540900,-0.000068,1.540222,-0.000045
1.543769,-0.000048,1.543373,-0.000070
1.546224,-0.000063,1.545707,-0.000043
1.542592,-0.000063,1.541986,-0.000025
1.545370,-0.000067,1.544961,-0.000059
1.550203,-0.000065,1.549701,-0.000068
1.544895,-0.000052,1.544148,-0.000069
1.540488,-0.000056,1.539925,-0.000068
1.544958,-0.000055,1.544559,-0.000065
1.546416,-0.000063,1.545860,-0.000055
1.545024,-0.000055,1.544496,-0.000049
1.547126,-0.000060,1.546648,-0.000055
1.546801,-0.000065,1.546265,-0.000040
1.542188,-0.000064,1.541573,-0.000070
1.541320,-0.000072,1.540827,-0.000061
1.545396,-0.000060,1.544965,-0.000046
1.546385,-0.000054,1.545810,-0.000051
1.544966,-0.000066,1.544507,-0.000045
1.545829,-0.000058,1.545380,-0.000054
1.545923,-0.000055,1.545339,-0.000040
1.543144,-0.000064,1.542538,-0.000057
1.542565,-0.000059,1.542070,-0.000042
1.546991,-0.000083,1.546595,-0.000044
1.548028,-0.000063,1.547466,-0.000063
1.543809,-0.000059,1.543180,-0.000064
1.543669,-0.000069,1.543200,-0.000063
1.544894,-0.000029,1.544354,-0.000057
1.541512,-0.000066,1.540910,-0.000078
1.543654,-0.000074,1.543263,-0.000053
1.550179,-0.000059,1.549746,-0.000055
1.547117,-0.000081,1.546433,-0.000067
1.542649,-0.000058,1.542050,-0.000033
1.545947,-0.000047,1.545517,-0.000055
1.545289,-0.000051,1.544642,-0.000064
1.540893,-0.000048,1.540312,-0.000071
1.547044,-0.000061,1.546755,-0.000063
1.551294,-0.000053,1.550724,-0.000046
1.543028,-0.000056,1.542308,-0.000064
1.541337,-0.000070,1.540869,-0.000049
1.546975,-0.000056,1.546509,-0.000068
1.544220,-0.000089,1.543586,-0.000052
1.543320,-0.000087,1.542873,-0.000052
1.550078,-0.000050,1.549730,-0.000067
1.547377,-0.000056,1.546691,-0.000047
1.541255,-0.000043,1.540622,-0.000055
1.545028,-0.000066,1.544667,-0.000053
1.547932,-0.000056,1.547371,-0.000060
1.544204,-0.000060,1.543577,-0.000066
1.546215,-0.000075,1.545829,-0.000060
1.549669,-0.000043,1.549146,-0.000058
1.543933,-0.000076,1.543198,-0.000066
1.540448,-0.000059,1.539914,-0.000059
1.544881,-0.000048,1.544483,-0.000070
1.546190,-0.000072,1.545593,-0.000053
1.544999,-0.000058,1.544470,-0.000056
1.546914,-0.000074,1.546466,-0.000075
1.546684,-0.000067,1.546106,-0.000045
1.544244,-0.000050,1.543625,-0.000042
1.543310,-0.000064,1.542780,-0.000055
1.546066,-0.000060,1.545662,-0.000077
1.547586,-0.000071,1.547064,-0.000051
1.545467,-0.000062,1.544889,-0.000052
1.545068,-0.000067,1.544534,-0.000056
1.545460,-0.000072,1.544909,-0.000054
1.542471,-0.000051,1.541873,-0.000065
