v0,v1,v2,v3
1.544814,-0.000080,1.544259,-0.000063
1.547057,-0.000083,1.546625,-0.000059
1.547689,-0.000065,1.547100,-0.000070
1.544739,-0.000053,1.544178,-0.000046
1.545929,-0.000067,1.545439,-0.000059
1.547348,-0.000061,1.546841,-0.000063
1.545608,-0.000054,1.545055,-0.000051
1.543692,-0.000063,1.543116,-0.000078
1.545768,-0.000058,1.545313,-0.000064
1.546155,-0.000072,1.545580,-0.000055
1.543886,-0.000059,1.543306,-0.000058
1.544855,-0.000063,1.544382,-0.000065
1.546292,-0.000072,1.545769,-0.000052
1.544709,-0.000058,1.544122,-0.000050
1.544209,-0.000068,1.543695,-0.000067
1.547067,-0.000057,1.546572,-0.000065
1.546512,-0.000059,1.545978,-0.000048
1.544729,-0.000062,1.544179,-0.000032
1.546021,-0.000052,1.545522,-0.000051
1.546577,-0.000052,1.546127,-0.000064
1.544416,-0.000046,1.543797,-0.000059
1.544473,-0.000062,1.543982,-0.000060
1.546655,-0.000072,1.546167,-0.000051
1.544530,-0.000079,1.543898,-0.000051
1.542545,-0.000064,1.542050,-0.000067
1.545295,-0.000062,1.544835,-0.000054
1.546238,-0.000075,1.545709,-0.000061
1.543965,-0.000053,1.543371,-0.000064
1.545647,-0.000069,1.545210,-0.000052
1.547972,-0.000062,1.547504,-0.000061
1.545321,-0.000053,1.544694,-0.000053
1.544140,-0.000064,1.543634,-0.000045
1.546534,-0.000053,1.546080,-0.000048
1.545675,-0.000054,1.545090,-0.000077
1.543692,-0.000063,1.543148,-0.000080
1.546970,-0.000080,1.546587,-0.000056
1.546635,-0.000058,1.546069,-0.000047
1.542382,-0.000056,1.541751,-0.000057
1.543681,-0.000061,1.543210,-0.000067
1.545966,-0.000067,1.545480,-0.000067
1.544614,-0.000063,1.544014,-0.000075
1.544648,-0.000049,1.544133,-0.000066
1.547226,-0.000080,1.546765,-0.000070
1.545639,-0.000065,1.545043,-0.000060
1.543645,-0.000061,1.543124,-0.000039
1.546078,-0.000074,1.545609,-0.000049
1.547133,-0.000064,1.546570,-0.000069
1.545328,-0.000068,1.544746,-0.000055
1.545433,-0.000069,1.544929,-0.000049
1.545624,-0.000063,1.545071,-0.000065
1.543518,-0.000071,1.542912,-0.000055
1.542403,-0.000061,1.541842,-0.000057
1.543801,-0.000065,1.543339,-0.000059
1.546247,-0.000074,1.545806,-0.000062
1.545655,-0.000059,1.545099,-0.000062
1.546042,-0.000061,1.545534,-0.000068
1.546139,-0.000057,1.545669,-0.000066
1.543658,-0.000057,1.543166,-0.000044
1.543450,-0.000051,1.542933,-0.000058
1.546494,-0.000065,1.546122,-0.000057
1.548678,-0.000061,1.548200,-0.000057
1.544718,-0.000053,1.544048,-0.000055
1.543387,-0.000053,1.542888,-0.000037
1.544848,-0.000051,1.544298,-0.000036
1.542743,-0.000077,1.542113,-0.000037
1.542743,-0.000069,1.542224,-0.000067
1.547661,-0.000073,1.547234,-0.000058
1.546463,-0.000061,1.545853,-0.000059
1.542498,-0.000044,1.541897,-0.000081
1.544902,-0.000078,1.544463,-0.000044
1.545516,-0.000063,1.544987,-0.000042
1.543104,-0.000051,1.542536,-0.000066
1.545734,-0.000073,1.545341,-0.000083
1.550264,-0.000065,1.549801,-0.000062
1.544351,-0.000068,1.543622,-0.000050
1.541752,-0.000061,1.541260,-0.000077
1.545546,-0.000049,1.545112,-0.000052
1.543277,-0.000069,1.542660,-0.000044
1.541845,-0.000070,1.541330,-0.000051
1.546917,-0.000070,1.546527,-0.000057
1.547811,-0.000059,1.547237,-0.000060
1.542510,-0.000068,1.541864,-0.000052
1.543412,-0.000077,1.542986,-0.000063
1.545158,-0.000061,1.544669,-0.000065
1.543635,-0.000061,1.543090,-0.000054
1.546168,-0.000055,1.545773,-0.000045
1.549747,-0.000057,1.549267,-0.000061
1.544875,-0.000067,1.544214,-0.000049
1.541292,-0.000082,1.540727,-0.000041
1.544237,-0.000050,1.543767,-0.000056
1.545059,-0.000062,1.544528,-0.000055
1.544177,-0.000060,1.543646,-0.000050
1.544978,-0.000044,1.544556,-0.000058
1.546164,-0.000072,1.545646,-0.000067
1.543262,-0.000054,1.542663,-0.000054
1.542431,-0.000075,1.541939,-0.000070
1.544319,-0.000055,1.543830,-0.000066
1.545740,-0.000052,1.545278,-0.000061
1.547179,-0.000059,1.546716,-0.000076
1.546987,-0.000043,1.546483,-0.000042
1.545575,-0.000060,1.544980,-0.000043
1.542907,-0.000066,1.542328,-0.000079
1.541823,-0.000076,1.541318,-0.000060
1.544959,-0.000057,1.544510,-0.000038
1.547323,-0.000060,1.546804,-0.000044
1.544328,-0.000056,1.543745,-0.000057
1.543453,-0.000061,1.543013,-0.000066
1.544798,-0.000060,1.544291,-0.000047
1.542748,-0.000068,1.542164,-0.000054
1.542117,-0.000073,1.541650,-0.000060
1.547655,-0.000057,1.547290,-0.000064
1.548724,-0.000068,1.548142,-0.000066
1.543365,-0.000055,1.542749,-0.000055
1.544593,-0.000058,1.544154,-0.000061
1.545048,-0.000060,1.544474,-0.000041
1.541588,-0.000076,1.540982,-0.000063
1.545279,-0.000063,1.544883,-0.000067
1.548765,-0.000059,1.548286,-0.000040
1.542749,-0.000079,1.542010,-0.000068
1.540521,-0.000072,1.539987,-0.000060
1.545191,-0.000076,1.544758,-0.000036
1.543967,-0.000067,1.543376,-0.000046
1.542544,-0.000067,1.542069,-0.000080
1.547870,-0.000064,1.547475,-0.000074
1.547959,-0.000065,1.547351,-0.000045
1.542704,-0.000062,1.542060,-0.000070
1.543744,-0.000080,1.543279,-0.000055
1.545254,-0.000070,1.544736,-0.000048
1.542959,-0.000054,1.542374,-0.000072
1.545070,-0.000083,1.544625,-0.000060
1.547631,-0.000063,1.547130,-0.000055
1.544021,-0.000054,1.543328,-0.000056
1.540956,-0.000069,1.540398,-0.000057
1.543619,-0.000066,1.543182,-0.000065
1.545733,-0.000064,1.545200,-0.000056
1.545396,-0.000057,1.544866,-0.000044
1.546478,-0.000065,1.546008,-0.000056
1.545924,-0.000078,1.545379,-0.000058
1.543801,-0.000063,1.543218,-0.000049
1.543226,-0.000063,1.542719,-0.000044
1.545258,-0.000065,1.544759,-0.000055
1.547108,-0.000055,1.546641,-0.000059
1.546371,-0.000080,1.545820,-0.000050
1.543996,-0.000068,1.543411,-0.000055
1.543478,-0.000054,1.543014,-0.000054
1.543099,-0.000066,1.542546,-0.000051
1.542069,-0.000062,1.541565,-0.000060
1.546050,-0.000075,1.545698,-0.000060
1.548678,-0.000056,1.548190,-0.000056
1.544669,-0.000065,1.544029,-0.000055
1.543533,-0.000067,1.543058,-0.000061
1.547014,-0.000049,1.546576,-0.000064
1.543951,-0.000054,1.543304,-0.000054
1.542509,-0.000063,1.542017,-0.000067
1.548130,-0.000064,1.547762,-0.000065
1.546604,-0.000044,1.545983,-0.000059
1.541000,-0.000072,1.540375,-0.000054
1.543245,-0.000059,1.542819,-0.000048
1.544989,-0.000059,1.544421,-0.000055
1.541369,-0.000072,1.540769,-0.000042
1.546017,-0.000055,1.545655,-0.000057
1.550232,-0.000063,1.549739,-0.000051
1.543408,-0.000056,1.542658,-0.000047
1.541169,-0.000053,1.540627,-0.000042
1.546260,-0.000069,1.545828,-0.000043
1.544840,-0.000076,1.544234,-0.000082
1.544080,-0.000046,1.543645,-0.000046
1.548745,-0.000063,1.548288,-0.000049
1.546118,-0.000067,1.545459,-0.000064
1.540482,-0.000041,1.539917,-0.000043
1.542094,-0.000073,1.541651,-0.000052
1.545454,-0.000064,1.544976,-0.000057
1.543935,-0.000044,1.543382,-0.000072
1.545250,-0.000060,1.544821,-0.000072
1.547338,-0.000064,1.546854,-0.000041
1.544585,-0.000062,1.543921,-0.000041
1.542676,-0.000065,1.542104,-0.000061
1.544971,-0.000075,1.544499,-0.000046
1.546611,-0.000057,1.546115,-0.000046
1.545816,-0.000055,1.545313,-0.000061
1.545302,-0.000054,1.544769,-0.000066
1.544684,-0.000056,1.544181,-0.000067
1.543000,-0.000056,1.542419,-0.000040
1.540864,-0.000053,1.540305,-0.000043
1.544026,-0.000073,1.543625,-0.000068
1.547345,-0.000056,1.546856,-0.000058
1.546285,-0.000073,1.545697,-0.000061
1.544210,-0.000083,1.543603,-0.000048
1.544202,-0.000064,1.543704,-0.000054
1.543320,-0.000061,1.542750,-0.000071
1.542209,-0.000071,1.541706,-0.000041
1.547725,-0.000067,1.547404,-0.000058
1.549524,-0.000039,1.548945,-0.000062
1.543645,-0.000048,1.542957,-0.000041
1.542320,-0.000060,1.541834,-0.000069
1.544704,-0.000078,1.544226,-0.000065
1.541913,-0.000067,1.541281,-0.000042
1.543191,-0.000061,1.542769,-0.000054
1.548826,-0.000078,1.548415,-0.000063
1.545893,-0.000071,1.545192,-0.000053
1.541309,-0.000072,1.540752,-0.000059
1.544624,-0.000061,1.544251,-0.000066
1.546641,-0.000068,1.546098,-0.000063
1.543509,-0.000062,1.542929,-0.000045
1.547448,-0.000035,1.547080,-0.000037
1.549321,-0.000067,1.548781,-0.000051
1.542680,-0.000070,1.542012,-0.000052
1.541407,-0.000072,1.540949,-0.000041
1.544132,-0.000079,1.543620,-0.000054
1.543089,-0.000042,1.542459,-0.000063
1.544195,-0.000064,1.543723,-0.000055
1.548587,-0.000062,1.548109,-0.000069
1.546839,-0.000057,1.546212,-0.000042
1.542464,-0.000076,1.541865,-0.000052
1.542568,-0.000049,1.542084,-0.000057
1.545276,-0.000067,1.544823,-0.000025
1.546151,-0.000061,1.545626,-0.000043
1.547048,-0.000061,1.546537,-0.000040
1.546737,-0.000077,1.546127,-0.000040
1.543141,-0.000055,1.542520,-0.000049
1.541444,-0.000068,1.540928,-0.000060
1.542920,-0.000058,1.542443,-0.000060
1.546212,-0.000052,1.545771,-0.000063
1.546655,-0.000067,1.546089,-0.000061
1.544165,-0.000075,1.543598,-0.000061
1.544041,-0.000066,1.543567,-0.000058
1.544371,-0.000062,1.543867,-0.000060
1.543146,-0.000058,1.542611,-0.000073
1.545531,-0.000055,1.545064,-0.000049
1.549798,-0.000057,1.549354,-0.000056
1.547141,-0.000044,1.546534,-0.000049
1.543482,-0.000054,1.542903,-0.000063
1.544953,-0.000062,1.544470,-0.000077
1.543266,-0.000046,1.542640,-0.000060
1.540322,-0.000044,1.539757,-0.000063
1.546257,-0.000058,1.545939,-0.000068
1.549143,-0.000053,1.548589,-0.000076
1.542979,-0.000072,1.542321,-0.000049
1.544526,-0.000058,1.544107,-0.000056
1.547318,-0.000052,1.546759,-0.000068
1.543031,-0.000081,1.542415,-0.000050
1.544449,-0.000077,1.544049,-0.000058
1.550670,-0.000079,1.550253,-0.000051
1.547141,-0.000045,1.546451,-0.000014
1.541104,-0.000063,1.540509,-0.000043
1.544255,-0.000082,1.543863,-0.000077
1.544781,-0.000050,1.544243,-0.000039
1.542635,-0.000066,1.542102,-0.000055
1.547617,-0.000060,1.547222,-0.000068
1.549100,-0.000075,1.548482,-0.000056
1.542364,-0.000073,1.541658,-0.000055
1.542523,-0.000060,1.542108,-0.000053
1.546605,-0.000079,1.546135,-0.000055
1.545878,-0.000059,1.545340,-0.000056
1.545749,-0.000056,1.545289,-0.000065
1.547578,-0.000050,1.547076,-0.000064
1.546472,-0.000073,1.545850,-0.000056
1.542564,-0.000071,1.541956,-0.000054
1.543128,-0.000026,1.542660,-0.000052
1.544412,-0.000062,1.543922,-0.000053
1.543952,-0.000062,1.543424,-0.000060
1.545095,-0.000053,1.544584,-0.000058
1.546497,-0.000080,1.545976,-0.000059
1.545290,-0.000065,1.544680,-0.000053
1.543636,-0.000057,1.543084,-0.000042
1.544948,-0.000063,1.544463,-0.000058
1.547572,-0.000065,1.547097,-0.000067
1.547488,-0.000053,1.546916,-0.000054
1.544672,-0.000054,1.544097,-0.000070
1.545237,-0.000085,1.544752,-0.000066
1.544002,-0.000070,1.543395,-0.000045
1.541504,-0.000047,1.540969,-0.000063
1.544183,-0.000063,1.543812,-0.000061
1.548490,-0.000060,1.548044,-0.000073
1.546144,-0.000057,1.545513,-0.000057
1.543518,-0.000078,1.543015,-0.000041
1.546235,-0.000071,1.545789,-0.000063
1.544137,-0.000039,1.543564,-0.000063
1.543002,-0.000061,1.542517,-0.000074
1.548692,-0.000078,1.548313,-0.000048
1.548641,-0.000055,1.548041,-0.000040
1.541636,-0.000058,1.540978,-0.000068
1.543691,-0.000061,1.543277,-0.000068
1.546147,-0.000067,1.545623,-0.000058
1.543082,-0.000065,1.542522,-0.000050
1.544854,-0.000059,1.544423,-0.000060
1.547863,-0.000068,1.547368,-0.000055
1.545038,-0.000066,1.544334,-0.000063
1.542418,-0.000054,1.541913,-0.000076
1.546783,-0.000056,1.546382,-0.000055
1.546635,-0.000066,1.545997,-0.000053
1.544441,-0.000051,1.543929,-0.000050
1.547615,-0.000047,1.547211,-0.000053
1.547862,-0.000062,1.547318,-0.000072
1.542909,-0.000069,1.542299,-0.000069
1.542299,-0.000054,1.541813,-0.000071
1.544249,-0.000049,1.543745,-0.000067
1.543938,-0.000063,1.543441,-0.000056
1.545364,-0.000053,1.544881,-0.000055
1.546542,-0.000060,1.546033,-0.000071
1.545966,-0.000061,1.545393,-0.000060
1.543440,-0.000067,1.542858,-0.000054
1.544067,-0.000062,1.543617,-0.000063
1.546894,-0.000049,1.546415,-0.000058
1.547268,-0.000065,1.546775,-0.000078
1.545879,-0.000069,1.545327,-0.000054
1.544647,-0.000045,1.544112,-0.000039
1.543871,-0.000036,1.543328,-0.000052
1.541988,-0.000061,1.541415,-0.000035
1.543331,-0.000042,1.542917,-0.000053
1.547968,-0.000055,1.547571,-0.000072
1.547742,-0.000072,1.547137,-0.000055
1.543429,-0.000045,1.542816,-0.000057
1.544725,-0.000059,1.544272,-0.000061
1.545729,-0.000073,1.545173,-0.000057
1.543080,-0.000063,1.542517,-0.000061
1.546538,-0.000063,1.546163,-0.000069
1.549628,-0.000064,1.549133,-0.000073
1.544188,-0.000058,1.543494,-0.000042
1.541995,-0.000063,1.541531,-0.000066
1.546047,-0.000061,1.545669,-0.000062
1.544172,-0.000053,1.543531,-0.000031
1.541909,-0.000060,1.541404,-0.000059
1.548127,-0.000083,1.547773,-0.000052
1.547946,-0.000065,1.547324,-0.000055
1.542335,-0.000049,1.541706,-0.000061
1.545383,-0.000071,1.544941,-0.000064
1.547076,-0.000081,1.546544,-0.000050
1.543846,-0.000059,1.543307,-0.000054
1.546779,-0.000061,1.546430,-0.000050
1.550192,-0.000072,1.549721,-0.000037
1.544345,-0.000050,1.543675,-0.000058
1.540322,-0.000066,1.539798,-0.000048
1.544203,-0.000060,1.543831,-0.000074
1.545656,-0.000067,1.545122,-0.000059
1.544809,-0.000075,1.544279,-0.000037
1.548227,-0.000052,1.547865,-0.000071
1.547584,-0.000061,1.547031,-0.000063
1.543281,-0.000063,1.542700,-0.000045
1.543982,-0.000062,1.543507,-0.000059
1.546111,-0.000054,1.545618,-0.000056
1.546637,-0.000064,1.546159,-0.000042
1.546494,-0.000066,1.545965,-0.000063
1.546038,-0.000045,1.545452,-0.000066
1.544101,-0.000052,1.543536,-0.000067
1.542108,-0.000073,1.541571,-0.000054
1.543204,-0.000074,1.542740,-0.000037
1.547712,-0.000068,1.547282,-0.000062
1.548392,-0.000066,1.547855,-0.000069
1.545361,-0.000087,1.544782,-0.000046
1.544913,-0.000075,1.544396,-0.000043
1.545929,-0.000051,1.545428,-0.000063
1.544723,-0.000067,1.544145,-0.000046
1.545341,-0.000042,1.544852,-0.000029
1.549636,-0.000039,1.549161,-0.000045
1.547410,-0.000060,1.546758,-0.000062
1.543951,-0.000059,1.543372,-0.000060
1.545569,-0.000050,1.545093,-0.000053
1.544210,-0.000044,1.543602,-0.000057
1.541235,-0.000074,1.540696,-0.000063
1.546959,-0.000067,1.546641,-0.000064
1.550963,-0.000069,1.550467,-0.000066
1.545135,-0.000063,1.544451,-0.000059
1.543201,-0.000057,1.542686,-0.000042
1.546635,-0.000080,1.546242,-0.000059
1.545730,-0.000056,1.545154,-0.000058
1.544942,-0.000068,1.544473,-0.000068
1.550540,-0.000068,1.550142,-0.000056
1.547390,-0.000064,1.546684,-0.000043
1.540962,-0.000068,1.540375,-0.000063
1.543854,-0.000045,1.543467,-0.000036
1.545948,-0.000064,1.545424,-0.000054
1.544129,-0.000073,1.543595,-0.000051
1.547300,-0.000065,1.546907,-0.000058
1.550055,-0.000069,1.549490,-0.000066
1.544459,-0.000055,1.543770,-0.000048
1.541997,-0.000066,1.541479,-0.000066
1.545657,-0.000076,1.545212,-0.000054
1.547167,-0.000054,1.546609,-0.000058
1.545600,-0.000063,1.545071,-0.000062
1.547539,-0.000074,1.547054,-0.000060
1.546238,-0.000074,1.545605,-0.000056
1.542458,-0.000058,1.541888,-0.000063
1.543321,-0.000064,1.542840,-0.000053
1.544486,-0.000061,1.543975,-0.000044
1.545552,-0.000052,1.545048,-0.000064
1.545953,-0.000068,1.545478,-0.000049
1.546519,-0.000049,1.546022,-0.000064
1.546201,-0.000063,1.545609,-0.000064
1.543388,-0.000063,1.542745,-0.000043
1.542557,-0.000058,1.542062,-0.000038
1.547528,-0.000067,1.547107,-0.000055
1.548941,-0.000054,1.548405,-0.000065
1.545049,-0.000067,1.544475,-0.000042
1.544050,-0.000049,1.543526,-0.000063
1.543662,-0.000037,1.543154,-0.000057
1.541516,-0.000060,1.540954,-0.000047
1.543230,-0.000065,1.542867,-0.000041
1.549310,-0.000069,1.548910,-0.000047
1.546957,-0.000058,1.546259,-0.000078
1.542815,-0.000051,1.542250,-0.000058
1.546053,-0.000082,1.545570,-0.000068
1.544784,-0.000073,1.544171,-0.000050
1.542085,-0.000053,1.541524,-0.000050
1.547515,-0.000055,1.547120,-0.000075
1.549075,-0.000053,1.548475,-0.000046
1.542314,-0.000064,1.541604,-0.000051
1.542171,-0.000064,1.541715,-0.000051
1.546374,-0.000080,1.545857,-0.000050
1.544245,-0.000068,1.543616,-0.000057
1.543809,-0.000066,1.543347,-0.000067
1.548964,-0.000057,1.548559,-0.000050
1.546920,-0.000041,1.546274,-0.000050
1.542480,-0.000057,1.541857,-0.000070
1.545267,-0.000056,1.544822,-0.000051
1.545232,-0.000062,1.544664,-0.000060
1.543295,-0.000042,1.542750,-0.000055
1.546521,-0.000064,1.546103,-0.000060
1.548242,-0.000065,1.547723,-0.000062
1.544424,-0.000057,1.543785,-0.000038
1.541706,-0.000070,1.541147,-0.000058
1.544017,-0.000068,1.543561,-0.000064
1.545829,-0.000071,1.545390,-0.000046
1.545991,-0.000061,1.545474,-0.000063
1.547165,-0.000059,1.546596,-0.000069
1.546954,-0.000056,1.546416,-0.000044
1.544164,-0.000075,1.543534,-0.000056
1.543703,-0.000057,1.543168,-0.000061
1.546222,-0.000069,1.545789,-0.000045
1.548037,-0.000064,1.547535,-0.000044
1.546296,-0.000045,1.545704,-0.000044
1.544065,-0.000076,1.543516,-0.000054
1.544814,-0.000060,1.544335,-0.000057
1.542534,-0.000043,1.541929,-0.000063
1.542997,-0.000042,1.542576,-0.000064
1.548487,-0.000055,1.548170,-0.000060
1.548599,-0.000046,1.548000,-0.000041
1.543646,-0.000065,1.542999,-0.000035
1.544286,-0.000067,1.543865,-0.000063
1.546609,-0.000048,1.546093,-0.000060
1.543139,-0.000056,1.542479,-0.000054
1.544142,-0.000073,1.543687,-0.000068
1.548682,-0.000077,1.548230,-0.000064
1.545405,-0.000064,1.544686,-0.000054
1.541209,-0.000058,1.540642,-0.000056
1.546205,-0.000050,1.545878,-0.000055
1.545467,-0.000067,1.544838,-0.000050
1.542022,-0.000048,1.541482,-0.000043
1.548414,-0.000055,1.548097,-0.000051
1.549514,-0.000057,1.548925,-0.000050
1.542648,-0.000055,1.541980,-0.000058
1.542609,-0.000071,1.542158,-0.000083
1.546320,-0.000045,1.545827,-0.000060
1.543309,-0.000063,1.542679,-0.000058
1.544462,-0.000081,1.544000,-0.000059
1.549187,-0.000073,1.548744,-0.000063
1.545862,-0.000060,1.545221,-0.000075
1.540669,-0.000075,1.540110,-0.000048
1.543555,-0.000074,1.543159,-0.000055
1.545615,-0.000051,1.545070,-0.000062
1.544279,-0.000055,1.543776,-0.000054
1.547603,-0.000050,1.547147,-0.000043
1.547467,-0.000053,1.546906,-0.000052
1.543977,-0.000054,1.543377,-0.000065
1.542477,-0.000064,1.541882,-0.000051
1.545000,-0.000055,1.544562,-0.000063
1.546860,-0.000052,1.546398,-0.000064
1.545146,-0.000073,1.544614,-0.000065
1.544214,-0.000066,1.543745,-0.000054
1.544505,-0.000075,1.544012,-0.000043
1.543232,-0.000055,1.542646,-0.000062
1.542766,-0.000043,1.542281,-0.000067
1.546527,-0.000053,1.546102,-0.000055
1.548075,-0.000049,1.547557,-0.000051
1.545654,-0.000058,1.545060,-0.000063
1.544135,-0.000049,1.543609,-0.000064
1.545635,-0.000065,1.545146,-0.000067
1.543640,-0.000065,1.542994,-0.000062
1.542211,-0.000064,1.541713,-0.000076
1.547316,-0.000068,1.546931,-0.000073
1.547254,-0.000050,1.546664,-0.000057
1.542563,-0.000067,1.542002,-0.000059
1.544979,-0.000054,1.544581,-0.000050
1.546079,-0.000048,1.545514,-0.000074
1.541658,-0.000069,1.541042,-0.000071
1.544817,-0.000047,1.544439,-0.000052
1.549917,-0.000064,1.549489,-0.000052
1.545582,-0.000067,1.544931,-0.000052
1.541673,-0.000059,1.541107,-0.000057
1.545538,-0.000068,1.545100,-0.000050
1.545186,-0.000045,1.544606,-0.000075
1.543861,-0.000077,1.543350,-0.000058
1.548963,-0.000075,1.548565,-0.000046
1.547153,-0.000055,1.546499,-0.000082
1.540387,-0.000063,1.539707,-0.000046
1.542365,-0.000062,1.541979,-0.000058
1.546182,-0.000086,1.545727,-0.000063
1.544878,-0.000056,1.544326,-0.000052
1.546522,-0.000039,1.546090,-0.000061
1.548501,-0.000054,1.547991,-0.000041
1.545541,-0.000056,1.544925,-0.000047
1.542309,-0.000054,1.541768,-0.000052
1.543699,-0.000076,1.543246,-0.000066
1.546072,-0.000085,1.545583,-0.000061
1.545528,-0.000050,1.545009,-0.000073
1.545891,-0.000051,1.545357,-0.000064
1.545369,-0.000053,1.544833,-0.000026
1.543178,-0.000055,1.542640,-0.000065
1.543330,-0.000054,1.542844,-0.000067
1.545595,-0.000055,1.545156,-0.000042
1.547234,-0.000052,1.546757,-0.000065
1.545909,-0.000060,1.545353,-0.000032
1.544096,-0.000068,1.543569,-0.000039
1.545480,-0.000048,1.545011,-0.000065
1.543892,-0.000073,1.543275,-0.000047
1.541376,-0.000061,1.540862,-0.000080
1.546179,-0.000048,1.545809,-0.000078
1.549498,-0.000075,1.549005,-0.000055
1.546069,-0.000050,1.545472,-0.000052
1.543223,-0.000068,1.542637,-0.000058
1.543347,-0.000077,1.542854,-0.000054
1.542425,-0.000058,1.541906,-0.000045
1.543050,-0.000070,1.542607,-0.000051
1.549495,-0.000053,1.549144,-0.000050
1.548635,-0.000058,1.548012,-0.000050
1.541980,-0.000047,1.541376,-0.000048
1.544714,-0.000063,1.544334,-0.000039
1.546664,-0.000079,1.546098,-0.000060
1.541962,-0.000041,1.541360,-0.000061
1.545146,-0.000048,1.544773,-0.000055
1.549915,-0.000066,1.549410,-0.000056
1.543256,-0.000065,1.542519,-0.000038
1.541246,-0.000047,1.540695,-0.000070
1.545379,-0.000059,1.544964,-0.000039
1.545244,-0.000082,1.544699,-0.000042
1.545048,-0.000067,1.544577,-0.000062
1.548862,-0.000052,1.548494,-0.000045
1.547797,-0.000071,1.547162,-0.000082
1.541129,-0.000063,1.540477,-0.000043
1.543125,-0.000061,1.542680,-0.000038
1.545759,-0.000067,1.545242,-0.000069
1.543584,-0.000060,1.543026,-0.000060
1.544819,-0.000069,1.544358,-0.000057
1.548256,-0.000047,1.547801,-0.000066
1.546392,-0.000052,1.545809,-0.000074
1.543164,-0.000063,1.542589,-0.000047
1.543328,-0.000077,1.542794,-0.000044
1.544452,-0.000069,1.543992,-0.000063
1.546069,-0.000052,1.545648,-0.000036
1.546296,-0.000066,1.545799,-0.000053
1.546819,-0.000045,1.546279,-0.000063
1.544362,-0.000059,1.543798,-0.000038
1.542502,-0.000079,1.542000,-0.000068
1.545044,-0.000061,1.544622,-0.000059
1.547411,-0.000060,1.546988,-0.000054
1.545931,-0.000064,1.545343,-0.000063
1.543925,-0.000054,1.543367,-0.000069
1.545102,-0.000057,1.544609,-0.000062
1.543469,-0.000072,1.542904,-0.000046
1.541888,-0.000075,1.541361,-0.000072
1.547047,-0.000063,1.546684,-0.000057
1.550514,-0.000065,1.550023,-0.000051
1.545032,-0.000066,1.544306,-0.000057
1.543878,-0.000064,1.543402,-0.000056
1.545714,-0.000070,1.545224,-0.000068
1.542587,-0.000053,1.541972,-0.000049
1.543697,-0.000056,1.543291,-0.000051
1.549233,-0.000055,1.548815,-0.000060
1.546733,-0.000046,1.546072,-0.000029
1.541975,-0.000063,1.541417,-0.000059
1.546451,-0.000080,1.546012,-0.000064
1.547645,-0.000058,1.547033,-0.000036
1.543034,-0.000058,1.542435,-0.000057
1.545978,-0.000079,1.545591,-0.000054
1.549251,-0.000069,1.548737,-0.000063
1.543227,-0.000069,1.542566,-0.000056
1.542642,-0.000054,1.542261,-0.000047
1.546164,-0.000075,1.545719,-0.000069
1.544432,-0.000071,1.543848,-0.000048
1.544675,-0.000050,1.544189,-0.000042
1.547696,-0.000063,1.547210,-0.000057
1.545750,-0.000045,1.545145,-0.000058
1.541992,-0.000071,1.541374,-0.000053
1.543313,-0.000066,1.542859,-0.000048
1.545437,-0.000050,1.544972,-0.000064
1.545673,-0.000072,1.545099,-0.000054
1.546339,-0.000065,1.545836,-0.000061
1.548605,-0.000061,1.548080,-0.000046
1.545573,-0.000069,1.544887,-0.000037
1.541689,-0.000063,1.541137,-0.000069
1.543081,-0.000049,1.542631,-0.000047
1.545628,-0.000066,1.545159,-0.000055
1.546562,-0.000052,1.546043,-0.000052
1.544732,-0.000062,1.544176,-0.000041
1.544293,-0.000073,1.543773,-0.000063
1.544121,-0.000061,1.543588,-0.000054
1.543685,-0.000064,1.543162,-0.000051
1.546119,-0.000065,1.545684,-0.000064
1.549120,-0.000070,1.548615,-0.000040
1.545711,-0.000059,1.545043,-0.000044
1.542937,-0.000079,1.542406,-0.000070
1.545029,-0.000064,1.544514,-0.000061
1.543413,-0.000046,1.542822,-0.000071
1.542317,-0.000063,1.541808,-0.000055
1.547175,-0.000063,1.546796,-0.000051
1.549397,-0.000060,1.548864,-0.000053
1.543290,-0.000071,1.542623,-0.000057
1.542542,-0.000063,1.542092,-0.000073
1.546617,-0.000061,1.546121,-0.000041
1.543557,-0.000065,1.542965,-0.000042
1.543549,-0.000059,1.543118,-0.000062
1.549175,-0.000063,1.548785,-0.000068
1.546443,-0.000052,1.545780,-0.000059
1.542445,-0.000068,1.541864,-0.000055
1.546777,-0.000047,1.546414,-0.000063
1.545878,-0.000049,1.545248,-0.000048
1.541136,-0.000076,1.540532,-0.000041
1.545958,-0.000061,1.545629,-0.000063
1.548646,-0.000084,1.548112,-0.000064
1.543159,-0.000075,1.542448,-0.000061
1.542068,-0.000056,1.541584,-0.000068
1.545623,-0.000068,1.545159,-0.000061
1.545786,-0.000043,1.545255,-0.000044
1.546343,-0.000041,1.545931,-0.000042
1.548322,-0.000068,1.547806,-0.000062
1.545488,-0.000060,1.544903,-0.000049
1.542381,-0.000055,1.541819,-0.000043
1.543195,-0.000069,1.542720,-0.000054
1.545685,-0.000068,1.545229,-0.000055
1.545338,-0.000060,1.544795,-0.000073
1.545954,-0.000071,1.545496,-0.000074
1.546799,-0.000070,1.546259,-0.000054
1.545031,-0.000054,1.544491,-0.000052
1.542521,-0.000068,1.541941,-0.000064
1.543318,-0.000067,1.542860,-0.000060
